element,item,year,unit,value,source
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2005,1000 Int$,62390.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2006,1000 Int$,65168.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2007,1000 Int$,64497.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2008,1000 Int$,71962.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2009,1000 Int$,74558.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2010,1000 Int$,73627.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2011,1000 Int$,81626.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2012,1000 Int$,95436.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2013,1000 Int$,105287.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2014,1000 Int$,104579.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2015,1000 Int$,120299.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2016,1000 Int$,122343.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2017,1000 Int$,146667.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2018,1000 Int$,124202.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2019,1000 Int$,122873.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2020,1000 Int$,152197.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2021,1000 Int$,161302.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2022,1000 Int$,165722.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),"Meat of sheep, fresh or chilled (indigenous)",2023,1000 Int$,169742.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1961,1000 Int$,261.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1962,1000 Int$,277.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1963,1000 Int$,292.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1964,1000 Int$,307.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1965,1000 Int$,307.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1966,1000 Int$,277.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1967,1000 Int$,3595.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1968,1000 Int$,1014.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1969,1000 Int$,2796.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1970,1000 Int$,461.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1971,1000 Int$,922.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1972,1000 Int$,1536.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1973,1000 Int$,2673.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1974,1000 Int$,1536.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1975,1000 Int$,1813.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1976,1000 Int$,1168.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1977,1000 Int$,1168.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1978,1000 Int$,497.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1979,1000 Int$,182.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1980,1000 Int$,307.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1981,1000 Int$,461.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1982,1000 Int$,461.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1983,1000 Int$,522.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1984,1000 Int$,522.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1985,1000 Int$,522.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1986,1000 Int$,522.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1987,1000 Int$,522.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1988,1000 Int$,522.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1989,1000 Int$,522.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1990,1000 Int$,447.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1991,1000 Int$,549.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1992,1000 Int$,548.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1993,1000 Int$,547.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1994,1000 Int$,546.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1995,1000 Int$,546.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1996,1000 Int$,545.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1997,1000 Int$,544.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1998,1000 Int$,543.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,1999,1000 Int$,542.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2000,1000 Int$,546.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2001,1000 Int$,563.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2002,1000 Int$,553.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2003,1000 Int$,560.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2004,1000 Int$,559.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2005,1000 Int$,558.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2006,1000 Int$,557.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2007,1000 Int$,584.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2008,1000 Int$,548.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2009,1000 Int$,540.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2010,1000 Int$,531.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2011,1000 Int$,522.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2012,1000 Int$,492.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2013,1000 Int$,507.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2014,1000 Int$,506.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2015,1000 Int$,498.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2016,1000 Int$,492.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2017,1000 Int$,489.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2018,1000 Int$,487.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2019,1000 Int$,487.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2020,1000 Int$,485.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2021,1000 Int$,483.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2022,1000 Int$,482.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Melonseed,2023,1000 Int$,480.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1961,1000 Int$,100322.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1962,1000 Int$,104644.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1963,1000 Int$,117848.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1964,1000 Int$,131082.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1965,1000 Int$,136244.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1966,1000 Int$,103563.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1967,1000 Int$,160161.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1968,1000 Int$,110105.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1969,1000 Int$,155270.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1970,1000 Int$,98042.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1971,1000 Int$,142516.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1972,1000 Int$,78955.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1973,1000 Int$,124930.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1974,1000 Int$,194432.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1975,1000 Int$,151879.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1976,1000 Int$,136574.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1977,1000 Int$,102753.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1978,1000 Int$,196473.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1979,1000 Int$,127241.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1980,1000 Int$,135343.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1981,1000 Int$,237076.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1982,1000 Int$,143116.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1983,1000 Int$,86128.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1984,1000 Int$,114337.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1985,1000 Int$,230474.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1986,1000 Int$,150666.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1987,1000 Int$,207097.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1988,1000 Int$,145438.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1989,1000 Int$,191727.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1990,1000 Int$,151489.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1991,1000 Int$,201247.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1992,1000 Int$,168866.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1993,1000 Int$,225857.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1994,1000 Int$,201318.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1995,1000 Int$,238316.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1996,1000 Int$,180466.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1997,1000 Int$,127985.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1998,1000 Int$,132468.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,1999,1000 Int$,202565.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2000,1000 Int$,180124.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2001,1000 Int$,167050.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2002,1000 Int$,124486.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2003,1000 Int$,188588.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2004,1000 Int$,97157.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2005,1000 Int$,182624.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2006,1000 Int$,148351.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2007,1000 Int$,95677.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2008,1000 Int$,203517.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2009,1000 Int$,243114.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2010,1000 Int$,244067.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2011,1000 Int$,144274.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2012,1000 Int$,198848.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2013,1000 Int$,154659.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2014,1000 Int$,122737.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2015,1000 Int$,225035.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2016,1000 Int$,209660.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2017,1000 Int$,262730.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2018,1000 Int$,269359.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2019,1000 Int$,242191.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2020,1000 Int$,343567.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2021,1000 Int$,312058.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2022,1000 Int$,329216.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand I$),Millet,2023,1000 Int$,406030.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,1991,1000 SLC,47613097.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,1992,1000 SLC,35450478.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,1993,1000 SLC,42899112.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,1994,1000 SLC,52325754.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,1995,1000 SLC,67501305.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,1996,1000 SLC,59534541.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,1997,1000 SLC,51177720.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,1998,1000 SLC,52970160.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,1999,1000 SLC,51300000.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2000,1000 SLC,63023205.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2001,1000 SLC,56222155.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2002,1000 SLC,63882280.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2003,1000 SLC,71640564.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2004,1000 SLC,27518920.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2005,1000 SLC,57812345.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2006,1000 SLC,55860985.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2007,1000 SLC,40171572.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2008,1000 SLC,109185531.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2009,1000 SLC,123948513.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2010,1000 SLC,123620840.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2011,1000 SLC,74517645.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2017,1000 SLC,163221845.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2018,1000 SLC,166742114.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2019,1000 SLC,152845899.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2020,1000 SLC,241418213.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2021,1000 SLC,240240399.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2022,1000 SLC,338264466.0,en_value_agri_prod.csv
Gross Production Value (current thousand SLC),Millet,2023,1000 SLC,533074915.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1961,1000 SLC,60101201.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1962,1000 SLC,62690065.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1963,1000 SLC,70600483.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1964,1000 SLC,78528880.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1965,1000 SLC,81621134.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1966,1000 SLC,62042849.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1967,1000 SLC,95949779.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1968,1000 SLC,65962102.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1969,1000 SLC,93019328.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1970,1000 SLC,58734856.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1971,1000 SLC,85378583.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1972,1000 SLC,47300706.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1973,1000 SLC,74843344.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1974,1000 SLC,116480910.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1975,1000 SLC,90987789.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1976,1000 SLC,81818895.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1977,1000 SLC,61557437.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1978,1000 SLC,117703429.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1979,1000 SLC,76227667.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1980,1000 SLC,81081788.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1981,1000 SLC,142027965.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1982,1000 SLC,85738148.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1983,1000 SLC,51597501.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1984,1000 SLC,68497031.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1985,1000 SLC,138072756.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1986,1000 SLC,90261469.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1987,1000 SLC,124068259.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1988,1000 SLC,87129303.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1989,1000 SLC,114859813.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1990,1000 SLC,90754252.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1991,1000 SLC,120563225.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1992,1000 SLC,101164542.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1993,1000 SLC,135306986.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1994,1000 SLC,120605653.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1995,1000 SLC,142771005.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1996,1000 SLC,108113665.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1997,1000 SLC,76673707.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1998,1000 SLC,79359114.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,1999,1000 SLC,121353008.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2000,1000 SLC,107909073.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2001,1000 SLC,100076680.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2002,1000 SLC,74577266.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2003,1000 SLC,112979830.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2004,1000 SLC,58204858.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2005,1000 SLC,109406659.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2006,1000 SLC,88874449.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2007,1000 SLC,57318532.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2008,1000 SLC,121923098.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2009,1000 SLC,145645364.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2010,1000 SLC,146215992.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2011,1000 SLC,86431927.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2012,1000 SLC,119126225.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2013,1000 SLC,92653471.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2014,1000 SLC,73529675.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2015,1000 SLC,134814023.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2016,1000 SLC,125603600.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2017,1000 SLC,157396470.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2018,1000 SLC,161367892.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2019,1000 SLC,145092186.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2020,1000 SLC,205824576.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2021,1000 SLC,186948309.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2022,1000 SLC,197227044.0,en_value_agri_prod.csv
Gross Production Value (constant 2014-2016 thousand SLC),Millet,2023,1000 SLC,243245363.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,1991,1000 USD,168777.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,1992,1000 USD,133931.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,1993,1000 USD,151500.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,1994,1000 USD,94246.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,1995,1000 USD,135233.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,1996,1000 USD,116380.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,1997,1000 USD,87683.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,1998,1000 USD,89787.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,1999,1000 USD,83320.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2000,1000 USD,88519.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2001,1000 USD,76697.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2002,1000 USD,91655.0,en_value_agri_prod.csv
Gross Production Value (current thousand US$),Millet,2003,1000 USD,123263.0,en_value_agri_prod.csv
